category,hotel,value,name
rooms,1502098,4.6,Comfort Suites Indianapolis Airport
rooms,88177,4.3,Sheraton Indianapolis Hotel at Keystone Crossing
rooms,1008650,4.5,Comfort Suites City Centre
rooms,278567,4.1,Residence Inn Indianapolis Northwest
rooms,287572,3.9,Hilton Garden Inn Indianapolis Downtown
rooms,223830,3.2,Marriott Indianapolis Downtown
rooms,91513,4.1,Homewood Suites by Hilton Indianapolis At The Crossing
rooms,91429,3.5,Baymont Inn & Suites Indianapolis West
rooms,564589,4.4,Country Inn & Suites Indianapolis Airport South
rooms,730126,4.6,Holiday Inn Express Beech Grove-Indianapolis Southeast
rooms,1520042,3.9,Wyndham Indianapolis West
rooms,88159,3.1,Hampton Inn Indianapolis - NE / Castleton
rooms,91502,4.4,Jameson Inn Indianapolis-Carmel
rooms,91607,3.2,Fairfield Inn & Suites Indianapolis Airport
rooms,91544,3.0,Extended Stay America - Indianapolis - Castleton
rooms,88164,3.3,Crowne Plaza Indianapolis Downtown (Union Station)
rooms,88172,3.0,Hilton Indianapolis North
rooms,88175,3.3,Sheraton Indianapolis City Centre Hotel
rooms,1156950,4.1,Suburban Extended Stay N East
rooms,91428,3.9,Sleep Inn Airport West
rooms,91450,3.0,Holiday Inn Express Indianapolis South
rooms,88151,3.8,Comfort Inn & Suites N at Pyramids
rooms,1214250,2.8,La Quinta Inn Indianapolis East-Post Drive
rooms,88158,3.9,Extend a Suites Indianapolis
rooms,91553,4.1,BEST WESTERN Crossroads
rooms,1026913,3.0,Value Place Lawrence
rooms,240139,2.0,Super 8 Indianapolis/Emerson
rooms,91446,1.2,Bridgemont Residence Inn
rooms,224819,3.0,Quality Inn & Suites Airport
rooms,91338,2.2,Motel 6 - Indianapolis North
rooms,144736,1.2,Dollar Inn - Indianapolis
rooms,635243,2.4,Comfort Inn & Suites German Church Road
rooms,260932,1.0,InTown Suites Indianapolis North
rooms,88140,2.4,Comfort Inn South
rooms,665394,2.7,Dollar Inn Airport
rooms,91443,2.5,Knights Inn South / Airport Indianapolis
rooms,240136,1.8,Country Hearth Inn Indianapolis
rooms,91484,2.3,Caribbean Cove Hotel & Conference Center
rooms,120770,2.9,Red Roof Inn Indianapolis - South
rooms,91608,2.2,Extended Stay America - Indianapolis - Airport
rooms,240185,1.1,Econo Lodge Indianapolis
rooms,268139,1.0,America's Best Inn & Suites Indianapolis / Airport Area
rooms,582205,0.9,Rodeway Inn
rooms,124015,0.9,Cavalier's Resort & Conference Center
rooms,88148,1.8,Americas Best Value Inn Indianapolis / Speedway
rooms,259022,0.9,Days Inn Indianapolis
rooms,120774,1.7,Skyline Motel
rooms,91442,1.2,Travel Inn
rooms,275739,1.9,Quality Inn & Suites
rooms,240187,1.2,Motel 6 Indianapolis - East
rooms,120810,1.8,Dollar Inn - Castleton
rooms,278566,1.7,Americas Best Value Inn-Indy East
rooms,120811,1.1,Americas Best Value Inn - Indy Northwest
rooms,120795,1.7,InTown Suites Indianapolis East
rooms,120802,1.7,Motel 6 Indianapolis South
rooms,91490,2.0,Super 8 Indianapolis College Park
rooms,586270,1.0,Always Inn
rooms,91436,1.2,Kings Inn of Indianapolis
rooms,217026,1.2,Knights Inn Indianapolis
rooms,91561,1.2,Indianapolis East Knights Inn
rooms,241032,1.0,Indianapolis Budget Inn and Suites
rooms,120767,0.5,American Inn West
rooms,239898,2.7,Magnuson Hotel Castleton Inn
rooms,1627952,3.7,Americas Best Value Inn-Indy South
rooms,78887,2.2,Clarion Hotel & Conference Center
rooms,88153,1.1,Best Inn
rooms,141972,2.4,Quality Inn & Suites East
rooms,223208,2.7,Ramada I-70 East Indianapolis
rooms,120777,1.0,Mayfair Motel
rooms,91515,2.9,BEST WESTERN Country Suites
rooms,120803,2.5,Park Terrace Motel
rooms,88143,3.2,Days Inn Indianapolis Airport
rooms,288193,2.2,The Suites at 14 West
rooms,120796,5.0,InTown Suites Indianapolis Northwest
rooms,88138,2.7,Brickyard Crossing Golf Resort and Inn
rooms,265878,2.4,Radisson Hotel Indianapolis Airport
rooms,91496,3.6,Clarion Inn & Suites Northwest
rooms,120813,2.8,Country Inn & Suites By Carlson Indianapolis-South
rooms,518323,2.6,Country Inn & Suites Indianapolis NE at I-69
rooms,251963,2.9,Super 8 Indianapolis South
rooms,224809,3.7,BEST WESTERN Airport Suites
rooms,91477,2.9,Days Inn & Suites Indianapolis NW
rooms,88150,2.4,Indianapolis Days Inn & Suites Castleton
rooms,91605,3.8,Ramada Airport Indianapolis
rooms,91432,3.2,Ramada Limited Indianapolis West
rooms,91506,3.0,The Gatehouse Suites Indianapolis
rooms,224799,2.7,Comfort Inn East Indianapolis
rooms,91599,3.8,Residence Inn Indianapolis Airport
rooms,91542,2.5,Super 8 Motel Indianapolis / NE / Castleton Area
rooms,224830,2.9,Extended Stay Deluxe - Indianapolis - Northwest - I-465
rooms,91522,2.6,Extended Stay America - Indianapolis - North - Carmel
rooms,91475,2.6,Extended Stay America - Indianapolis - Northwest - College Park
rooms,91458,3.5,Fairfield Inn Indianapolis South
rooms,91454,2.4,Comfort Inn
rooms,120766,3.0,Extended Stay Deluxe - Indianapolis - Airport - W. Southern Ave.
rooms,273699,2.5,Quality Inn Indianapolis
rooms,223829,3.3,Fairfield Inn & Suites Indianapolis Northwest
rooms,91573,3.3,University Place Conference Center & Hotel Indianapolis
rooms,1759407,4.5,Candlewood Suites Indianapolis East
rooms,91494,3.1,Courtyard Indianapolis Northwest
rooms,91435,3.5,Comfort Inn & Suites West
rooms,88161,3.6,Hampton Inn Indianapolis-East
rooms,278568,2.8,Super 8 Indianapolis
rooms,631597,4.3,Candlewood Suites Indianapolis Airport
rooms,120783,2.9,Columbia Club
rooms,88186,2.9,The Westin Indianapolis
rooms,631598,3.8,Candlewood Suites Indianapolis Dwtn Medical Dist
rooms,91474,3.6,TownePlace Suites Indianapolis NW
rooms,88155,3.1,Embassy Suites Indianapolis - Downtown
rooms,91609,3.3,Courtyard by Marriott Indianapolis Airport
rooms,91457,4.3,Hampton Inn Indianapolis-South
rooms,223363,3.9,Staybridge Suites Indianapolis - Fishers
rooms,91551,4.3,Hyatt Place Indianapolis/Keystone
rooms,1114620,4.5,Candlewood Suites Indianapolis
rooms,1567301,3.3,Fort Harrison State Park Inn - Golf Resort & Conference Center
rooms,88144,3.4,La Quinta Inn & Suites Indianapolis Downtown
rooms,530673,2.3,La Quinta Inn Indianapolis North at Pyramids
rooms,240134,3.4,BEST WESTERN Indianapolis South
rooms,224820,3.0,Red Roof Inn Indianapolis North - College Park
rooms,224810,4.5,Holiday Inn Express and Suites Indianapolis East
rooms,1641470,4.2,Hilton Garden Inn Indianapolis Northwest
rooms,91488,4.3,Holiday Inn Express Northwest-Park 100
rooms,224793,2.3,La Quinta Inn Indianapolis Airport Executive Drive
rooms,674056,4.6,Staybridge Suites Indianapolis - City Centre
rooms,91500,1.9,The Marten House Hotel
rooms,88162,4.4,Crowne Plaza Indianapolis Airport
rooms,91479,2.8,Extended Stay America-West 86th Street
rooms,1239568,4.8,Candlewood Suites Indianapolis Northwest
rooms,91519,3.0,Courtyard by Marriott Indianapolis Carmel
rooms,223827,3.5,Fairfield Inn & Suites Indianapolis East
rooms,224814,4.6,Motel 6 Pyramid's Indianapolis
rooms,111624,3.3,Hampton Inn Indianapolis Dwtn Across from Circle Centre
rooms,653125,4.2,Microtel Inn & Suites by Wyndham Indianapolis Airport
rooms,91602,3.1,La Quinta Inn Indianapolis Airport Lynhurst
rooms,91509,4.0,Marriott Indianapolis North
rooms,114631,3.7,Canterbury Hotel
rooms,88188,3.1,Holiday Inn Indianapolis North/Carmel
rooms,656462,4.4,Baymont Inn and Suites Indianapolis
rooms,88168,2.8,Hyatt Regency Indianapolis
rooms,1235801,4.5,Hilton Garden Inn Indianapolis Airport
rooms,91462,2.6,Courtyard Indianapolis South
rooms,278565,4.1,Holiday Inn Express Indianapolis Downtown City Centre
rooms,1201174,4.7,Hampton Inn & Suites Indianapolis-Airport
rooms,224259,3.9,Hilton Indianapolis
rooms,1514254,4.0,Fairfield Inn & Suites Indianapolis Downtown
rooms,91440,3.8,La Quinta Inn & Suites Indianapolis South
rooms,224831,3.4,Wingate By Wyndham Indianapolis Airport-Rockville Rd.
rooms,91441,3.7,Baymont Inn & Suites Indianapolis South
rooms,634658,4.8,Homewood Suites by Hilton Indianapolis Northwest
rooms,91596,3.9,Courtyard by Marriott Indianapolis at the Capitol
rooms,120798,3.0,Jameson Inn of Indy Castleton
rooms,582252,4.8,Homewood Suites by Hilton Indianapolis-Downtown
rooms,91491,4.3,Drury Inn Indianapolis
rooms,120794,3.9,Hyatt Place Indianapolis Airport
rooms,1456709,4.7,Hilton Garden Inn Indianapolis South/Greenwood
rooms,88171,3.3,Marriott Indianapolis East
rooms,91577,3.3,Residence Inn Indianapolis Downtown on the Canal
rooms,223833,4.4,TownePlace Suites Indianapolis Keystone
rooms,91527,3.6,Residence Inn Indianapolis Fishers
rooms,1592809,4.6,Courtyard Indianapolis Downtown
rooms,1479845,4.6,SpringHill Suites Indianapolis Downtown
rooms,88173,3.3,Omni Severin Hotel
rooms,91558,2.3,La Quinta Inn Indianapolis East
rooms,111623,3.8,Embassy Suites Indianapolis North
rooms,224832,4.7,Wingate by Wyndham Indianapolis Northwest
rooms,1236866,4.6,Hampton Inn Indianapolis Northwest - Park 100
rooms,1008647,4.8,Comfort Suites Indianapolis
rooms,1206274,4.7,Drury Inn & Suites Indianapolis Northeast
rooms,1762915,4.6,JW Marriott Indianapolis
rooms,100599,3.2,Holiday Inn Charlotte - Center City
rooms,100566,3.2,Sleep Inn University Place
rooms,94166,3.5,Charlotte Marriott Executive Park
rooms,223203,3.1,Hilton Garden Inn Charlotte Uptown
rooms,1176230,3.9,Hilton Garden Inn Charlotte/Ayrsley
rooms,95300,3.6,Hawthorn Suites By Wyndham Dearborn
rooms,89999,2.5,St. Regis
rooms,95308,2.3,Detroit Regency Hotel
rooms,1190550,3.0,Super 8 Motel Taylor
rooms,114654,2.8,Shorecrest Motor Inn
rooms,89998,1.5,The Leland
rooms,605656,2.7,Corktown Inn
rooms,89995,1.6,Milner Hotel
rooms,1901088,1.0,A Victory Inn-East Dearborn
rooms,100637,3.8,Hawthorn Suites by Wyndham Charlotte - Executive Center
rooms,223916,3.5,SpringHill Suites Charlotte University Research Park
rooms,100568,3.9,Sleep Inn Billy Graham Parkway
rooms,577342,3.3,Residence Inn Charlotte SouthPark
rooms,223374,2.8,Sonesta ES Suites Charlotte
rooms,94130,3.0,Crowne Plaza Charlotte
rooms,3263526,4.3,Courtyard Charlotte Billy Graham Parkway
rooms,1593882,2.4,Red Roof Inn Charlotte UNCC
rooms,225335,3.0,Suburban Extended Stay Hotel of Charlotte - WT Harris
rooms,628474,3.1,Four Points by Sheraton Charlotte
rooms,121868,2.3,Country Inn & Suites By Carlson - Charlotte - I-85 Airport
rooms,223210,2.5,Knights Inn Charlotte
rooms,100870,2.7,Sleep Inn North Lake
rooms,100582,2.6,BEST WESTERN PLUS Charlotte/Matthews
rooms,94093,1.9,Baymont Inn and Suites Charlotte-Airport
rooms,121859,3.0,Extended Stay America - Charlotte - Airport
rooms,94179,1.0,Holiday Inn - Merchandise Mart
rooms,3461669,0.5,Charlotte Inn
rooms,100535,0.0,Southern Comfort Inn
rooms,100607,1.8,Extended Stay America - Charlotte - Tyvola Rd.
rooms,94097,1.0,Value Lodge
rooms,121862,1.3,Homestead Lodge - Airport
rooms,3452538,1.0,Rodeway Inn
rooms,94184,2.7,Motel 6 Charlotte Coliseum
rooms,94173,1.9,Airport Parkway Inn
rooms,530678,1.6,Knights Inn Charlotte South
rooms,121921,0.9,InTown Suites Charlotte Northeast
rooms,94108,2.4,Woodlawn Inn
rooms,100634,1.9,Super 8 Charlotte Amusement Park
rooms,121855,1.6,Queen City Inn
rooms,100612,2.0,Econo Lodge Coliseum Area
rooms,100638,1.6,Brookwood Inn - Charlotte
rooms,100633,1.3,Knights Inn Charlotte
rooms,656554,1.5,Charlotte Express Inn
rooms,121870,4.1,VanLandingham Estate
rooms,1905160,2.6,Arlington Suites
rooms,240570,1.5,Super 8 Charlotte Sunset Road
rooms,225337,1.0,InTown Suites Charlotte Central
rooms,121861,2.0,Rodeway Inn Charlotte \ Downtown
rooms,94168,1.6,Motel 6 Charlotte - South
rooms,94186,2.0,Red Roof Inn Charlotte Airport West
rooms,225334,3.1,Studio 6 Charlotte Airport
rooms,94187,1.2,Americas Best Value Inn & Suites-Charlotte
rooms,275354,1.5,La Casa Inn
rooms,94109,1.4,City Center Inn
rooms,94156,1.2,Americas Best Value Inn & Suites Charlotte
rooms,1007630,2.4,Greenleafe Inn
rooms,94152,1.7,Budget Inn Charlotte
rooms,559397,1.4,Country Hearth Inn Charlotte
rooms,94091,1.5,Golden Green Hotel
rooms,100559,3.5,Extended Stay America - Charlotte - Tyvola Rd. - Executive Park
rooms,100629,2.0,Days Inn Woodlawn Rd. Near Carowinds
rooms,100606,3.5,Extended Stay America - Charlotte - University Place
rooms,1533531,3.7,Econo Lodge Inn & Suites
rooms,262983,2.8,Royal Inn Charlotte Airport Hotel
rooms,1225443,0.0,Adams Mark Hotel
rooms,94202,2.2,Super 8 Charlotte University
rooms,100601,3.7,Fairfield Inn Charlotte/Northlake
rooms,309952,1.6,Days Inn Charlotte / Sunset Road
rooms,273191,3.2,Comfort Suites Airport
rooms,94149,2.5,Budget Inn
rooms,258775,2.4,Sun Suites of Charlotte
rooms,94132,2.6,Quality Inn - Charlotte
rooms,121918,2.3,Microtel Inn by Wyndham Charlotte/University Place
rooms,94085,2.7,The Blake Hotel
rooms,94140,2.8,Holiday Inn Airport Charlotte Hotel
rooms,94095,2.8,Days Inn Airport North Charlotte
rooms,94146,2.2,Ramada Airport South & Conference Center
rooms,115304,1.0,Bradley Motel
rooms,94127,2.1,Ramada Charlotte Northeast
rooms,223211,4.0,North Charlotte Inn
rooms,94199,3.0,BEST WESTERN PLUS Sterling Hotel & Suites
rooms,121917,3.0,Microtel Inn by Wyndham Charlotte Airport
rooms,94158,2.1,Quality Inn & Suites
rooms,100627,2.5,Comfort Inn Executive Park
rooms,100621,3.5,Comfort Suites University Area
rooms,100631,2.4,Days Inn Charlotte North - Speedway - UNCC - Research Park
rooms,94126,3.2,Econo Lodge Inn & Suites Charlotte Airport
rooms,94114,3.4,Super 8 Charlotte/Downtown Area
rooms,94102,3.5,Courtyard Charlotte Arrowood
rooms,100563,2.9,Extended Stay America - Charlotte - Pineville - Pineville Matthews Rd.
rooms,94100,2.7,Continental Inn
rooms,99984,3.8,Extended Stay America - Charlotte - Pineville - Park Rd.
rooms,94206,3.4,Doubletree Hotel Charlotte Airport
rooms,94103,3.8,Courtyard by Marriott Charlotte SouthPark
rooms,223918,3.8,TownePlace Suites Charlotte University Research Park
rooms,94192,2.6,Rodeway Inn
rooms,100556,4.5,Extended Stay America - Charlotte - University Place - E. McCullough Dr.
rooms,2723843,4.8,Home2 Suites by Hilton Charlotte I-77 South
rooms,223202,3.8,Hilton Garden Inn Charlotte North
rooms,223917,3.2,TownePlace Suites by Marriott Charlotte Arrowood
rooms,1164710,3.6,Aloft Charlotte Uptown at the EpiCentre
rooms,100546,3.4,Hampton Inn University Place
rooms,100529,2.8,Homewood Suites by Hilton Charlotte-North/University Research Park
rooms,94142,2.9,Holiday Inn Charlotte-University Place
rooms,252496,3.6,SpringHill Suites Charlotte Airport
rooms,223215,3.6,Residence Inn Charlotte Piper Glen
rooms,219666,2.7,DoubleTree Suites by Hilton Hotel Charlotte - SouthPark
rooms,258771,4.0,Country Inn & Suites University Place
rooms,1647936,1.0,Cranbrook Inn
rooms,95312,1.6,Stay Inn & Suites
rooms,95305,0.0,A Victory Inn & Suites
rooms,530320,1.4,Viking Motel
rooms,239806,3.5,Wingate By Wyndham Charlotte Airport I-85/I-485
rooms,258879,3.6,Westin Charlotte
rooms,94133,3.5,La Quinta Inn & Suites Charlotte Airport North
rooms,223201,3.4,Omni Charlotte Hotel
rooms,223198,3.7,Hampton Inn and Suites Charlotte - Arrowood Rd.
rooms,223197,3.4,Courtyard by Marriott Charlotte City Center
rooms,100604,4.0,Fairfield Inn Charlotte Arrowood
rooms,114390,3.9,Morehead Inn
rooms,239919,3.5,MainStay Suites
rooms,100636,2.5,Candlewood Suites - Charlotte University
rooms,94194,3.2,Hilton Charlotte Executive Park
rooms,94122,4.0,Embassy Suites Hotel Charlotte
rooms,121909,3.6,Suburban Extended Stay Charlotte-Pineville
rooms,94196,3.5,Sheraton Charlotte Airport Hotel
rooms,100511,3.1,Courtyard by Marriott Charlotte Airport
rooms,223204,3.5,Homewood Suites by Hilton Charlotte Airport / Coliseum
rooms,100616,3.4,Courtyard Charlotte Ballantyne
rooms,94171,3.7,Hilton Charlotte Center City
rooms,94191,4.2,Residence Inn Charlotte University Research Park
rooms,94163,3.5,Charlotte Marriott City Center
rooms,1382115,4.5,SpringHill Suites Charlotte Ballantyne
rooms,94205,4.0,Charlotte Marriott SouthPark
rooms,100552,3.7,DoubleTree by Hilton Hotel Charlotte - Gateway Village
rooms,631590,4.1,Holiday Inn Express Charlotte-Arrowood
rooms,90003,3.7,The Westin Detroit Metropolitan Airport
rooms,94105,3.3,Courtyard Charlotte University Research Park
rooms,223196,3.9,Comfort Suites Charlotte Northlake
rooms,2156247,3.5,Roberts Riverwalk Hotel & Residence Detroit
rooms,94554,3.8,Marriott Detroit Airport
rooms,674740,4.5,MotorCity Casino Hotel
rooms,224064,3.6,Detroit Marriott at the Renaissance Center
rooms,256897,3.4,Holiday Inn Express Detroit - Downtown
rooms,95294,3.5,The Atheneum
rooms,114661,3.8,Courtyard by Marriott Detroit Downtown
rooms,288605,3.6,Hilton Garden Inn Detroit Downtown
rooms,1230421,4.5,Doubletree by Hilton Detroit Downtown - Fort Shelby
rooms,1236680,4.3,Greektown Casino Hotel
rooms,674735,4.7,MGM Grand Detroit
rooms,95302,4.3,Doubletree by Hilton Hotel Detroit-Dearborn
rooms,782678,4.5,The Westin Book Cadillac Detroit
rooms,242702,4.3,Inn on Ferry Street
rooms,246937,4.2,The Blackwell
rooms,100515,3.8,Residence Inn Charlotte South at I-77/Tyvola Road
rooms,100518,3.7,La Quinta Inn & Suites Charlotte Airport South
rooms,217635,3.7,HYATT house Charlotte Airport
rooms,1016257,4.4,Hyatt Place Charlotte/Arrowood
rooms,121915,4.4,Renaissance Charlotte Suites
rooms,100613,3.7,Drury Inn & Suites Charlotte North
rooms,100632,4.0,Wingate by Wyndham Charlotte Airport South/ I-77 Tyvola
rooms,655612,4.2,Renaissance Charlotte SouthPark Hotel
rooms,100524,3.0,Hyatt Place Charlotte Airport/Tyvola Road
rooms,301309,3.7,Dunhill Hotel
rooms,223213,3.6,Microtel Inn & Suites by Wyndham Charlotte/Northlake
rooms,121910,3.9,Hyatt Place Charlotte City Park
rooms,223199,3.7,Hampton Inn Charlotte - Uptown
rooms,1987298,4.5,Homewood Suites Charlotte/Ayrsley
rooms,223195,3.8,The Ballantyne Hotel and Lodge
rooms,1566903,4.4,Aloft Charlotte Ballantyne
rooms,1510383,4.8,The Ritz-Carlton - Charlotte
rooms,94136,4.2,Hilton Charlotte University Place
rooms,1236686,4.7,Hampton Inn and Suites Charlotte Airport
rooms,223888,3.3,Courtyard by Marriott Fort Worth Downtown/Blackstone
rooms,109130,3.6,Sheraton Fort Worth Hotel and Spa
rooms,109205,3.3,Americas Best Value Inn Forth Worth
rooms,73551,1.8,Super 8 Fort Worth/Downtown Area
rooms,109111,2.9,TownePlace Suites Fort Worth Southwest
rooms,277885,3.2,Super 8 Meacham / North Fort Worth
rooms,627514,2.6,Value Place Fort Worth Fossil
rooms,2049085,4.0,Comfort Suites at Lake Worth
rooms,224283,3.3,Hampton Inn Ft. Worth - Southwest I-20
rooms,98839,3.3,Quality Inn & Suites
rooms,109187,3.6,Courtyard by Marriott Fort Worth University Drive
rooms,109138,3.6,Radisson Hotel Ft Worth - Fossil Creek
rooms,109178,2.5,Crossland Economy Studios - Fort Worth - Fossil Creek
rooms,109088,2.6,Residence Inn Fort Worth Fossil Creek
rooms,1222239,4.0,La Quinta Fort Worth West Hotel
rooms,109211,3.7,Baymont Inn & Suites Fort Worth South
rooms,109119,3.9,Extended Stay Deluxe - Fort Worth - Fossil Creek
rooms,98846,1.5,Motel 6 Ft. Worth South
rooms,98853,1.0,Knights Inn
rooms,225117,1.1,Days Inn South Fort Worth
rooms,98850,0.7,Travelodge Midtown
rooms,73572,2.4,Hotel Trinity InnSuites Fort Worth / DFW
rooms,73543,1.5,American Inn
rooms,244412,1.8,Motel 6 Ft. Worth North
rooms,98854,2.1,Dalworth Inn
rooms,98847,2.0,Park Central Hotel
rooms,244413,3.4,Motel 6 Ft. Worth West
rooms,109214,2.2,Knights Inn Fort Worth
rooms,547965,1.8,Regency Inn
rooms,98836,1.5,Days Inn Fort Worth West
rooms,109143,3.8,Holiday Inn Express Hotel & Suites Fort Worth West
rooms,3400722,1.0,Budget Host Inn Fort Worth
rooms,109215,1.7,Ambassador Suites
rooms,284866,1.1,Days Inn Fort Worth/Stockyards
rooms,253357,1.7,Hotel Texas
rooms,226486,2.7,Motel 6 Ft. Worth East
rooms,294848,4.2,Courtyard by Marriott Fort Worth West/Lands End
rooms,224284,3.5,Quality Inn Fort Worth
rooms,122709,1.7,American Airlines Training and Conference Center
rooms,73560,1.7,BEST WESTERN Inn Fort Worth
rooms,273401,2.0,Super 8 Fort Worth
rooms,109201,1.7,Courtyard by Marriott Fort Worth Fossil Creek
rooms,109100,2.4,La Quinta Inn & Suites Fort Worth Southwest
rooms,570264,4.3,Holiday Inn Express Suites Lake Worth NW Loop 820
rooms,109093,2.7,Residence Inn Fort Worth University Drive/River Plaza
rooms,109175,1.9,Extended Stay America - Fort Worth - City View
rooms,109116,2.0,Extended Stay Deluxe - Fort Worth - City View
rooms,98841,3.6,Fort Worth South
rooms,225119,3.5,Microtel Inn & Suites by Wyndham Fort Worth South
rooms,225116,3.4,Country Inn & Suites Fort Worth
rooms,268223,2.7,Microtel Inn & Suites by Wyndham Ft. Worth North/At Fossil Creek
rooms,1101250,2.7,Hampton Inn & Suites Ft. Worth Burleson
rooms,124453,2.8,Comfort Suites North
rooms,109156,2.8,Hilton Garden Inn Fort Worth North
